Data,dir,FB,IForest,Average KNN,LOF,OCSVM,PCA
951,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1072.csv,0.413,0.2736,0.0621,0.4176,0.4117,0.6274
952,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1073.csv,0.4613,0.304,0.0727,0.3952,0.4193,0.6292
953,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1074.csv,0.4673,0.3011,0.0526,0.3964,0.4314,0.6102
954,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1075.csv,0.4242,0.2979,0.051,0.2322,0.3747,0.6073
955,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1076.csv,0.503,0.2735,0.0638,0.5199,0.3429,0.6241
956,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1077.csv,0.3355,0.287,0.0478,0.2692,0.3275,0.6024
957,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1078.csv,0.4389,0.293,0.0601,0.3957,0.3803,0.6271
958,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1079.csv,0.4289,0.3041,0.0735,0.4782,0.4897,0.6437
959,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1080.csv,0.3864,0.2854,0.0706,0.2998,0.4803,0.6723
960,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1081.csv,0.1606,0.5645,0.0602,0.1849,0.8364,0.8203
961,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1082.csv,0.2208,0.5426,0.0989,0.2822,0.7665,0.8079
962,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1083.csv,0.2061,0.4719,0.0513,0.1826,0.7251,0.7801
963,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1084.csv,0.2063,0.5858,0.0483,0.1791,0.8071,0.8105
964,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1085.csv,0.2311,0.5066,0.0982,0.2792,0.774,0.7822
965,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1086.csv,0.1819,0.529,0.06,0.267,0.8083,0.7953
966,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1087.csv,0.1728,0.5531,0.0373,0.169,0.798,0.7906
967,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1088.csv,0.1481,0.4669,0.0409,0.217,0.7407,0.747
968,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1089.csv,0.1112,0.4421,0.0646,0.1155,0.7167,0.7407
969,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1090.csv,0.1207,0.4567,0.0503,0.1476,0.7765,0.7711
970,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1091.csv,0.2289,0.4338,0.084,0.3236,0.6707,0.7243
971,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1092.csv,0.1816,0.458,0.0592,0.1892,0.755,0.7633
972,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1093.csv,0.1557,0.5351,0.0973,0.3075,0.8193,0.8273
973,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1094.csv,0.1802,0.5014,0.0806,0.2022,0.7404,0.7245
974,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1095.csv,0.187,0.5765,0.0598,0.1735,0.786,0.7904
975,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1096.csv,0.1883,0.5252,0.0614,0.1904,0.7739,0.8282
976,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1097.csv,0.2661,0.4851,0.0845,0.2482,0.7642,0.7665
977,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1098.csv,0.2122,0.5458,0.0833,0.2049,0.783,0.609
978,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1099.csv,0.0983,0.5204,0.0618,0.1943,0.8271,0.802
979,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1100.csv,0.2647,0.512,0.0789,0.2017,0.7775,0.8224
980,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1101.csv,0.2591,0.2826,0.1323,0.2416,0.3877,0.3515
981,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1102.csv,0.1343,0.2258,0.0871,0.3236,0.296,0.3254
982,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1103.csv,0.1888,0.2561,0.232,0.4109,0.371,0.4386
983,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1104.csv,0.1243,0.4062,0.2266,0.3671,0.6018,0.4958
984,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1105.csv,0.0809,0.3789,0.2573,0.3042,0.5357,0.4529
985,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1106.csv,0.1957,0.3003,0.1463,0.397,0.4206,0.4347
986,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1107.csv,0.1295,0.2286,0.1519,0.3796,0.3052,0.4717
987,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1108.csv,0.1565,0.2882,0.1835,0.5361,0.3874,0.4397
988,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1109.csv,0.1195,0.4759,0.3027,0.5167,0.6363,0.5131
989,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1110.csv,0.198,0.2403,0.1131,0.353,0.2796,0.3776
990,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1111.csv,0.2168,0.3567,0.287,0.4242,0.5903,0.5356
991,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1112.csv,0.0558,0.2885,0.248,0.3227,0.4342,0.3926
992,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1113.csv,0.1047,0.3441,0.1772,0.2977,0.4521,0.5664
993,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1114.csv,0.1129,0.2781,0.2746,0.3466,0.3705,0.4302
994,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1115.csv,0.2211,0.3652,0.3976,0.6122,0.5064,0.435
995,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1116.csv,0.1129,0.388,0.3405,0.4423,0.5409,0.4764
996,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1117.csv,0.1214,0.3184,0.3358,0.5548,0.4807,0.4374
997,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1118.csv,0.2907,0.1698,0.1029,0.3598,0.3276,0.4018
998,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1119.csv,0.0919,0.2544,0.0964,0.2153,0.3664,0.4128
999,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1120.csv,0.1508,0.3932,0.1531,0.3994,0.539,0.5758
1000,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1121.csv,0.2251,0.5331,0.0633,0.1867,0.7769,0.8088
1001,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1122.csv,0.198,0.501,0.0878,0.3144,0.7196,0.7239
1002,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1123.csv,0.1424,0.4932,0.0517,0.1848,0.8267,0.8123
1003,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1124.csv,0.1366,0.5237,0.0564,0.2467,0.8231,0.6114
1004,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1125.csv,0.1484,0.5174,0.0383,0.1827,0.7984,0.8189
1005,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1126.csv,0.2422,0.5062,0.0481,0.218,0.7821,0.81
1006,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1127.csv,0.2803,0.5219,0.11,0.2979,0.7312,0.7135
1007,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1128.csv,0.1107,0.5206,0.0429,0.1747,0.868,0.6327
1008,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1129.csv,0.0785,0.4844,0.0485,0.1416,0.8382,0.8177
1009,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1130.csv,0.159,0.5067,0.0715,0.2685,0.7861,0.8154
1010,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1131.csv,0.1738,0.4839,0.0577,0.2685,0.7676,0.7707
1011,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1132.csv,0.2365,0.4361,0.0806,0.2896,0.6488,0.6759
1012,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1133.csv,0.1316,0.5674,0.063,0.1697,0.8112,0.8005
1013,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1134.csv,0.1536,0.472,0.0506,0.1867,0.7641,0.8203
1014,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1135.csv,0.1735,0.489,0.0555,0.2069,0.777,0.7806
1015,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1136.csv,0.1355,0.442,0.0286,0.1083,0.6997,0.7266
1016,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1137.csv,0.1489,0.5795,0.0695,0.1623,0.865,0.9045
1017,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1138.csv,0.2243,0.5567,0.0804,0.1596,0.7442,0.8201
1018,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1139.csv,0.214,0.5648,0.0577,0.1723,0.8135,0.8426
1019,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1140.csv,0.1746,0.5015,0.0374,0.1412,0.7739,0.7984
1020,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1201.csv,0.6047,0.1614,0.1453,0.5553,0.1317,0.4362
1021,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1202.csv,0.6742,0.1208,0.1438,0.5811,0.1241,0.4476
1022,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1203.csv,0.6613,0.1484,0.1548,0.5875,0.1411,0.4601
1023,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1204.csv,0.5141,0.1343,0.1585,0.5551,0.1175,0.4322
1024,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1205.csv,0.645,0.1588,0.1659,0.6536,0.1312,0.4347
1025,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1206.csv,0.6048,0.1526,0.1454,0.514,0.133,0.4665
1026,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1207.csv,0.6272,0.1431,0.1515,0.587,0.126,0.4362
1027,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1208.csv,0.611,0.1473,0.1462,0.5231,0.127,0.4458
1028,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1209.csv,0.617,0.1505,0.1668,0.6352,0.1322,0.444
1029,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1210.csv,0.6157,0.1462,0.1584,0.5563,0.1271,0.4414
1030,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1211.csv,0.6433,0.1464,0.1529,0.6567,0.132,0.4586
1031,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1212.csv,0.5745,0.1503,0.1428,0.5991,0.1272,0.4885
1032,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1213.csv,0.6245,0.1678,0.1754,0.5964,0.1369,0.4713
1033,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1214.csv,0.6911,0.1511,0.1582,0.649,0.1323,0.4323
1034,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1215.csv,0.5998,0.1598,0.1691,0.6013,0.1406,0.4147
1035,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1216.csv,0.6288,0.1468,0.1437,0.6181,0.1248,0.4751
1036,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1217.csv,0.6751,0.1462,0.1636,0.7015,0.1338,0.4995
1037,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1218.csv,0.6462,0.1552,0.1583,0.6221,0.1351,0.4401
1038,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1219.csv,0.6948,0.1584,0.1471,0.7222,0.129,0.4711
1039,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1220.csv,0.6206,0.1438,0.1572,0.5703,0.1166,0.4377
1040,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1221.csv,0.5126,0.2078,0.3038,0.4868,0.2938,0.292
1041,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1222.csv,0.6422,0.1193,0.1927,0.6187,0.0811,0.2168
1042,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1223.csv,0.53,0.0641,0.178,0.5382,0.0403,0.3138
1043,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1224.csv,0.5146,0.1695,0.2597,0.5619,0.1154,0.3205
1044,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1225.csv,0.6401,0.1125,0.1813,0.6176,0.0789,0.1996
1045,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1226.csv,0.6169,0.101,0.1903,0.6339,0.0827,0.2101
1046,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1227.csv,0.5882,0.1074,0.2166,0.6637,0.0713,0.234
1047,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1228.csv,0.5713,0.0903,0.1874,0.6121,0.067,0.2107
1048,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1229.csv,0.5489,0.1043,0.189,0.6156,0.0836,0.2112
1049,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1230.csv,0.5534,0.1135,0.1961,0.5395,0.0816,0.21
1050,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1231.csv,0.4396,0.1086,0.1746,0.4645,0.082,0.2353
1051,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1232.csv,0.611,0.1195,0.2204,0.6334,0.0967,0.2758
1052,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1233.csv,0.645,0.1119,0.1893,0.5509,0.086,0.2313
1053,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1234.csv,0.6293,0.108,0.1684,0.6115,0.0794,0.2093
1054,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1235.csv,0.5418,0.1028,0.2014,0.5826,0.0731,0.2299
1055,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1236.csv,0.5043,0.106,0.1669,0.5108,0.0752,0.2296
1056,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1237.csv,0.6893,0.0999,0.1961,0.6652,0.0771,0.251
1057,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1238.csv,0.4369,0.1158,0.2161,0.4922,0.0862,0.2563
1058,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1239.csv,0.6231,0.1309,0.2181,0.6498,0.0958,0.2928
1059,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1240.csv,0.6341,0.076,0.2056,0.7012,0.0449,0.3555
1060,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1241.csv,0.5776,0.1783,0.1476,0.534,0.1278,0.447
1061,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1242.csv,0.651,0.1647,0.1487,0.6429,0.1313,0.4559
1062,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1243.csv,0.6547,0.1437,0.146,0.5871,0.1212,0.4254
1063,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1244.csv,0.6518,0.1551,0.1829,0.6572,0.1427,0.4406
1064,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1245.csv,0.6378,0.1552,0.1581,0.6068,0.1389,0.4602
1065,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1246.csv,0.6267,0.1644,0.1465,0.5869,0.1352,0.4833
1066,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1247.csv,0.5914,0.1589,0.151,0.6099,0.1334,0.4278
1067,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1248.csv,0.6702,0.1574,0.151,0.5835,0.1244,0.4403
1068,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1249.csv,0.6853,0.1491,0.1558,0.6309,0.1169,0.5251
1069,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1250.csv,0.6861,0.1439,0.142,0.6246,0.1188,0.462
1070,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1251.csv,0.6089,0.1549,0.146,0.6315,0.1173,0.4502
1071,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1252.csv,0.6526,0.167,0.1662,0.6339,0.1256,0.4452
1072,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1253.csv,0.7043,0.1651,0.1622,0.616,0.1276,0.4979
1073,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1254.csv,0.595,0.1555,0.1426,0.6061,0.1304,0.4408
1074,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1255.csv,0.6539,0.1574,0.1754,0.6308,0.1306,0.4309
1075,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1256.csv,0.6684,0.1467,0.1626,0.6082,0.1285,0.4094
1076,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1257.csv,0.6731,0.1286,0.1475,0.5672,0.1197,0.447
1077,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1258.csv,0.6735,0.1553,0.1485,0.5575,0.1225,0.4439
1078,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1259.csv,0.6411,0.1362,0.1559,0.59,0.1275,0.4448
1079,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1260.csv,0.6674,0.1818,0.1534,0.6817,0.1346,0.4732
1080,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1261.csv,0.6476,0.1339,0.1359,0.567,0.1007,0.3936
1081,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1262.csv,0.6612,0.1493,0.1549,0.6543,0.1261,0.4424
1082,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1263.csv,0.6402,0.1644,0.14,0.5553,0.125,0.4522
1083,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1264.csv,0.6512,0.1738,0.1691,0.6207,0.1382,0.4528
1084,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1265.csv,0.6342,0.1277,0.1731,0.6896,0.1102,0.4337
1085,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1266.csv,0.6624,0.1432,0.1737,0.5993,0.1245,0.4507
1086,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1267.csv,0.6705,0.1445,0.15,0.6532,0.1273,0.4254
1087,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1268.csv,0.6985,0.1435,0.1528,0.638,0.1329,0.4822
1088,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1269.csv,0.6056,0.143,0.1591,0.5722,0.112,0.4111
1089,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1270.csv,0.5846,0.1488,0.1477,0.576,0.1152,0.4041
1090,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1271.csv,0.6041,0.1484,0.1549,0.5368,0.1198,0.4411
1091,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1272.csv,0.6203,0.17,0.1629,0.6592,0.1365,0.4442
1092,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1273.csv,0.6488,0.1452,0.1522,0.6382,0.1249,0.4164
1093,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1274.csv,0.6292,0.1692,0.1527,0.6326,0.1488,0.462
1094,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1275.csv,0.6935,0.1497,0.1472,0.6413,0.1382,0.4889
1095,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1276.csv,0.6337,0.1436,0.1462,0.6477,0.1225,0.43
1096,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1277.csv,0.6698,0.1604,0.1552,0.608,0.139,0.4487
1097,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1278.csv,0.6619,0.1434,0.1493,0.6712,0.1306,0.4642
1098,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1279.csv,0.6758,0.1482,0.1424,0.6624,0.1214,0.4357
1099,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1280.csv,0.5976,0.1517,0.135,0.6046,0.118,0.4869
1100,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1281.csv,0.6098,0.1027,0.1806,0.59,0.0685,0.223
1101,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1282.csv,0.628,0.1273,0.1961,0.5568,0.09,0.2024
1102,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1283.csv,0.6148,0.1003,0.1814,0.6184,0.0719,0.2307
1103,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1284.csv,0.653,0.1072,0.1914,0.6595,0.0791,0.2282
1104,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1285.csv,0.6285,0.1176,0.1889,0.5403,0.0871,0.2012
1105,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1286.csv,0.569,0.0498,0.1799,0.4552,0.0335,0.2509
1106,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1287.csv,0.522,0.1122,0.1828,0.5644,0.0776,0.2108
1107,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1288.csv,0.5865,0.1102,0.1674,0.5552,0.0816,0.2219
1108,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1289.csv,0.6515,0.0946,0.1747,0.5836,0.0708,0.2154
1109,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1290.csv,0.627,0.0654,0.1988,0.6307,0.0439,0.2687
1110,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1291.csv,0.5875,0.1103,0.1829,0.6053,0.0859,0.2268
1111,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1292.csv,0.5966,0.0568,0.1996,0.597,0.0359,0.3005
1112,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1293.csv,0.6263,0.1077,0.1588,0.6092,0.0791,0.1984
1113,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1294.csv,0.6028,0.1116,0.1925,0.6334,0.0832,0.2045
1114,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1295.csv,0.5705,0.1187,0.1983,0.6266,0.0886,0.2429
1115,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1296.csv,0.6117,0.1093,0.1852,0.5605,0.0778,0.2071
